song_title,lyrics,prompt
Blackout (Circuit City Bonus Track),"[Verse 1: Lupe Fiasco]
I'm feelin' like, I ain't feelin' right
I'm feelin' like, I'm finna fly
Right in the sky, unidentified
Flying object, that I sit inside
You can get a ride, just get in line
Hand by your heart, like memorize
Ask Scotty please, could you energize?
Beam on up, to the Enterprise
From the inner city, or the Windy City
Where's Mini-mini? Not Mini-me's
Only Mini-me's
, not a lot of hymns
Only one eye, whole lot of them
Saw a cyclops, that's a eye clock
Like a Rolex, with a eye patch
See what I got, matches on the wall
Plus a crazy flow, suicide watch
I'm just killin' time, plus I'm insane
In a straight jacket, but it's Romanelli
I'm just gettin' back, for now it's kinda poor
Want to have things, couldn't afford a Pelle
So don't mind me, cause I ain't got a mind
I don't front hard, I ain't got a mind
I'm just gettin' mine, but don't step here
Because it's something buried, that I didn't find
And if I’m on top like a mohawk
I remember when, I was so not
It was no locks, man I couldn't ball
I was so bald, Robocop
I was Mr. Clean, now I'm Mr. T
But a different team, F&F rules
Call me F.I., from the Westside
And I'm underground, pepperin' you fool (yeah homey)",Write a verse in the style of Lupe Fiasco reflecting on past struggles and newfound success.
Blackout (Circuit City Bonus Track),"[Hook 1: Lupe Fiasco]
Creepin' on a come up, history, we gonna rewrite that
Left for a minute but I told you I'll be right back
I know you're slummin' and you feel me want to be like that
Well you can't see me, that's cause everything is black
(Black, black, black, black, black, black, black)
",Write a hook in the style of Lupe Fiasco challenging the status quo and encouraging listeners to rewrite their own history.
Blackout (Circuit City Bonus Track),"[Verse 2: Lupe Fiasco]
And I'm feelin' good, like a villian would
If he was doin' bad, kill Superman
Tied to a log, pushed into a saw
Take a little dog, right through the fan
And it mean man, like a dictionary
Like a definition, like you never listen
Not the ""ition"" endin', but the deaf part
Break it in half, like an intermission
You'll see then, what I mean then
Or what I meant there, doesn't impair
Now you're learnin' it, keep rehearsin' it
'Til it's permanent, like pimp hair
Got an empire, I'm the emperor
Like the cat were, I'll be faster
You're tryin' to add syrup, just to slow me down
But I blow 'em down, like I'm half-were
That's wolf-man, you got a full house
I got a full moon, then I pull out
The ace up my sleeve, like my hand hurt
Lend me your chips, what they took now
What they put now, gotta look down
And check your shoulder, cause I'll be over
Like a boater, you got boulders
In your loafers, put your foot down
While I Ottoman, or a Laz-E-Boy
Or a handstand, see I elevate
Like Otis, my toes is
And my flow sick, let it marinate
Try to break it down, might take a while
All good though, I'll wait around
While you chase it down, that white rabbit
Down that long hole, like paper towels (yeah homey)",Write a verse in the style of Lupe Fiasco exploring intricate wordplay and complex metaphors.
Blackout (Circuit City Bonus Track),"[Hook 2: Lupe Fiasco]
Creepin' on her, come up mystery, we gonna rewrite that
Left for a minute but I tell you I'll be right back
I know you're slummin' and you feel me want to be like that
Well you can't see me, that's cause everything is black
(Black, black, black, black, black, black, black, black)
(Black, black, black, black, black, everything is black)
(Black, black, black, black, black, black, black, black)
(Black, black, black, black, you can't see me)
",Write a hook in the style of Lupe Fiasco reflecting on the mystery and darkness surrounding a relationship.
Blackout (Circuit City Bonus Track),"[Verse 3: Lupe Fiasco]
So this light's out, like a lighthouse
In the daytime, make it lay down
Make it go to bed, make it go to sleep
Like Deebo, when he was chokin' Craig
That's a headlock, it's what I said I got
The whole game in, like shooter box
Then the Sho Kosugi, 
if you don't know the movies
I ninja vanish, Michael Dudikoff
I get super low, I get super lost
I be super cool, like a super boss
Say they super bad, but they super soft
Like super chicken, without the super sauce
Let's step out, it's a rap now
Blow your candles, and your lamps out
When I pull up, you can pull the plug
Cause it's game over, it's a black out",Write a verse in the style of Lupe Fiasco exploring the feeling of being lost and finding your inner strength.
Blackout (Circuit City Bonus Track),"[Hook 2: Lupe Fiasco]
Creepin' on her, come up mystery, we gonna rewrite that
Left for a minute but I tell you I'll be right back
I know you're slummin' and you feel me want to be like that
Well you can't see me, that's cause everything is black
(Black, black, black, black, black, black, black, black)
(Black, black, black, black, black, everything is black)
(Black, black, black, black, black, black, black, black)
(Black, black, black, black, you can't see me)","Write a hook in the style of Lupe Fiasco, exploring themes of mystery and self-discovery."
Left To Right,"[Intro: Lupe Fiasco]
Yeah, yeah
Left to right
",Write an intro in the style of Lupe Fiasco that sets the scene with the feeling of movement and direction.
Left To Right,"[Verse: Lupe Fiasco]
Niggas gather round, we about to feast
Boy, get your hands off the table, you can have a seat
Blood won’t you talk to your homie, think he in on it?
Hold up, I ain't got nothing to do with it, I put 10 on it
Yea, playboy got the shank, he gon' poke him up, ayy
Don’t be talkin’ behind my back, say that to both of us
Look, middleman chillin', say somebody gon' kill him
What? We been with you since day one, from here to the ceiling
Wait, wait, back, back, both of y’all get out your feelings
Eh, whatchu tryna say? Big man, why you trippin’?
We can’t cross you, you know that’s the Lord, that’s religion
Ain’t no flaw in our mission, why you think somebody snitching?
Yeah, police probably canvassed it but that don’t mean they planned the hit
Cuzzo like, ""Who’s man is this?"" We running with a pacifist
I see y’all in that corner like y’all plotting on and planning shit
Thought y’all was a fan of this, I put y’all in my manuscripts
Evangelists
","Write a verse in the style of Lupe Fiasco, focusing on loyalty and betrayal among friends."
Left To Right,"[Bridge: Lupe Fiasco]
Hey, look at what I gave you, enough bread to go around
I told you I can save you, my head will bear the crown
But you tried to slay me and play me like a clown
I was gonna pick you up, you wanna lay me down",Write a bridge in the style of Lupe Fiasco about betrayal and perseverance in the face of adversity.
Left To Right,"[Chorus: Lupe Fiasco]
Last supper, at that last supper
At that last supper
Last supper, man, that last supper
Man, that last supper",Write a chorus in the style of Lupe Fiasco reflecting on the fleeting nature of life and the significance of a final gathering.
A Bathing Harry,"[Verse: Lupe Fiasco]
Catch me I'm balling, catch me I'm balling
Catch me like Spalding, catch me like Rawlings
If he indeed the MC, vitamin like GNC
Can't see me like BIG on CMT
Did a little bit of time on BMG
But this right here homie, this all me
Can you be down, nah, nigga C.M.B
That's cold, that ain't nice G
So what though, little homie remind me of Ice-T
By the way we share the same birthday
The word play is work but pimping is easy
So catch me I'm balling
I'm sick too if you ain't catch me like coughing
Back when I said you should catch me like Rawlings
It's cool, cause most cats that I bump into can't catch me that often
Most times they just end up falling
Ball for a few then end up walking
Catch me in the ball with a Cinderella waltzing
And I do it until it's no longer exclusive
Might go once, might go twice
But never three times like an auction to it
See I, walk into it, I do my thang
And tell a homie that it's cool to let y'all into it","Write a verse in the style of Lupe Fiasco, showcasing clever wordplay and references to pop culture."
$nitches 2 (30's),"[Intro:]
30
Snitches 2
DROGAS
DROGAS
DROGAS
THOT 97, nigga
",Write an intro in the style of Lupe Fiasco reflecting on the complexity of modern society and the influence of social media on personal relationships.
$nitches 2 (30's),"[Hook: Lupe Fiasco]
30 keys, 100 keys, janitor
Your nigga's a star
But the police is his manager
And he got a dope bitch
And her favorite rapper from Canada
But she snitching too
In her Gucci bag is that camera
Like oh no, oh no
What you tell that bitch?
Oh no, oh no
What you show that bitch?
Oh no, oh no
Why you look so sick?
Oh no, oh no
Cause it's over with
",Write a hook in the style of Lupe Fiasco addressing the consequences of betrayal and deceit in relationships.
$nitches 2 (30's),"[Verse 1: Lupe Fiasco]
She's down with ya, wore the crown with ya
They roped her in with some old shit
Credit card fraud back in '06
She was telling them that she ain't know shit
She was gettin mad and unfocused
Their trump card is some ho shit
They told her that they take kids
And that's when she folded
Exploded, exposed it
Everything that she noticed
Prosecutors was watching
Through the mirror while she told this
That's the case nigga, let's close this
Still gave her time and that's bogus
She was in the car when they pulled up
And popped trunk and unloaded like",Write a verse in the style of Lupe Fiasco exploring the themes of betrayal and deception.
$nitches 2 (30's),"[Hook: Lupe Fiasco]
",Write a hook in the style of Lupe Fiasco reflecting on the struggles of staying true to oneself in a world full of distractions.
$nitches 2 (30's),"[Verse 2: Lupe Fiasco]
There's good niggas, bad weakness
He's talking bout who they sleep with
He killed a nigga in a heartbeat
But he couldn't keep no secrets
He's no good for your defenses
He's steady with that chopper
When them cops got him in that precinct
That's when he fell to pieces
Name all in those papers
Signed a recording deal with them majors
He's confirming all of your capers
While you's dropping down all that data
Tryna get right with his saviours
He was giving life to his neighbors
Just like CPR, oh my god
Goodness, gracious
",Write a verse in the style of Lupe Fiasco detailing the struggles and contradictions of a morally flawed individual.
